ID;N°samples > 10 reads;Median;Chromosome;Start;End;Strand;
hsa-miR-6801-3p;6;0.00;19;52222020;52222098;+;
hsa-miR-6801-5p;20;1.79;19;52222020;52222098;+;
hsa-miR-6802-3p;0;0.00;19;55239912;55239976;-;
hsa-miR-6802-5p;148;12.91;19;55239912;55239976;-;
hsa-miR-6803-3p;0;0.00;19;55245186;55245250;-;
hsa-miR-6803-5p;73;6.44;19;55245186;55245250;-;
hsa-miR-6804-3p;1;0.00;19;55230885;55230952;-;
hsa-miR-6804-5p;10;1.44;19;55230885;55230952;-;
hsa-miR-6805-3p;2;0.00;19;55388181;55388242;+;
hsa-miR-6805-5p;202;25.97;19;55388181;55388242;+;
hsa-miR-6806-3p;65;2.42;19;58334688;58334751;+;
hsa-miR-6806-5p;1;0.29;19;58334688;58334751;+;
hsa-miR-6807-3p;0;0.00;19;58550285;58550376;+;
hsa-miR-6807-5p;37;3.67;19;58550285;58550376;+;
hsa-miR-6808-3p;1;0.00;1;1339650;1339708;-;
hsa-miR-6808-5p;49;4.23;1;1339650;1339708;-;
hsa-miR-6809-3p;0;0.00;2;217900513;217900628;-;
hsa-miR-6809-5p;31;2.43;2;217900513;217900628;-;
hsa-miR-6810-3p;0;0.00;2;218341911;218341980;+;
hsa-miR-6810-5p;2;1.52;2;218341911;218341980;+;
hsa-miR-6811-3p;0;0.00;2;237510931;237510988;+;
hsa-miR-6811-5p;67;5.79;2;237510931;237510988;+;
hsa-miR-6812-3p;2;0.00;20;45425510;45425573;+;
hsa-miR-6812-5p;38;3.75;20;45425510;45425573;+;
hsa-miR-6813-3p;0;0.00;20;64076955;64077010;-;
hsa-miR-6813-5p;6;0.12;20;64076955;64077010;-;
hsa-miR-6814-3p;5;0.41;21;41746772;41746841;-;
hsa-miR-6814-5p;16;0.00;21;41746772;41746841;-;
hsa-miR-6815-3p;0;0.00;21;45478266;45478326;+;
hsa-miR-6815-5p;54;2.95;21;45478266;45478326;+;
hsa-miR-6816-3p;58;6.20;22;20114686;20114751;-;
hsa-miR-6816-5p;11;1.94;22;20114686;20114751;-;
hsa-miR-6817-3p;1;0.00;22;25455646;25455711;+;
hsa-miR-6817-5p;3;1.26;22;25455646;25455711;+;
hsa-miR-6818-3p;1;0.00;22;30007049;30007113;+;
hsa-miR-6818-5p;61;2.59;22;30007049;30007113;+;
hsa-miR-6819-3p;0;0.00;22;36286847;36286907;-;
hsa-miR-6819-5p;14;2.15;22;36286847;36286907;-;
hsa-miR-6820-3p;10;0.00;22;37967563;37967624;+;
hsa-miR-6820-5p;1;0.30;22;37967563;37967624;+;
hsa-miR-6821-3p;0;0.00;22;49962866;49962939;+;
hsa-miR-6821-5p;44;4.25;22;49962866;49962939;+;
hsa-miR-6822-3p;0;0.00;3;39138206;39138266;+;
hsa-miR-6822-5p;1;0.00;3;39138206;39138266;+;
hsa-miR-6823-3p;19;1.70;3;48549961;48550021;-;
hsa-miR-6823-5p;38;4.10;3;48549961;48550021;-;
hsa-miR-6824-3p;5;0.58;3;48633636;48633698;-;
hsa-miR-6824-5p;5;1.02;3;48633636;48633698;-;
hsa-miR-6825-3p;1;0.00;3;127575266;127575331;-;
hsa-miR-6825-5p;11;1.99;3;127575266;127575331;-;
hsa-miR-6826-3p;1;0.00;3;129272146;129272243;+;
hsa-miR-6826-5p;72;5.26;3;129272146;129272243;+;
hsa-miR-6827-3p;0;0.00;3;134367804;134367862;-;
hsa-miR-6827-5p;4;0.42;3;134367804;134367862;-;
hsa-miR-6828-3p;0;0.00;3;170423103;170423162;+;
hsa-miR-6828-5p;10;0.86;3;170423103;170423162;+;
hsa-miR-6829-3p;0;0.00;3;195882329;195882395;-;
hsa-miR-6829-5p;110;9.39;3;195882329;195882395;-;
hsa-miR-6830-3p;0;0.00;5;132217849;132217918;-;
hsa-miR-6830-5p;24;1.74;5;132217849;132217918;-;
hsa-miR-6831-3p;2;0.00;5;140563671;140563751;-;
hsa-miR-6831-5p;3;0.39;5;140563671;140563751;-;
hsa-miR-6832-3p;0;0.00;6;31633787;31633858;+;
hsa-miR-6832-5p;106;8.19;6;31633787;31633858;+;
hsa-miR-6833-3p;0;0.00;6;32179816;32179876;+;
hsa-miR-6833-5p;53;5.58;6;32179816;32179876;+;
hsa-miR-6834-3p;0;0.00;6;33290245;33290325;+;
hsa-miR-6834-5p;12;1.67;6;33290245;33290325;+;
hsa-miR-6835-3p;0;0.00;6;34240673;34240736;+;
hsa-miR-6835-5p;38;3.30;6;34240673;34240736;+;
hsa-miR-6836-3p;10;0.38;7;2257515;2257577;-;
hsa-miR-6836-5p;54;3.31;7;2257515;2257577;-;
hsa-miR-6837-3p;3;0.58;7;44051766;44051829;+;
hsa-miR-6837-5p;1;0.00;7;44051766;44051829;+;
hsa-miR-6838-3p;6;0.00;7;44073378;44073433;-;
hsa-miR-6838-5p;194;18.97;7;44073378;44073433;-;
hsa-miR-6839-3p;2;0.00;7;64679064;64679176;+;
hsa-miR-6839-5p;11;1.13;7;64679064;64679176;+;
hsa-miR-6840-3p;2;0.23;7;100356651;100356721;+;
hsa-miR-6840-5p;4;0.18;7;100356651;100356721;+;
hsa-miR-6841-3p;0;0.00;8;24953796;24953867;-;
hsa-miR-6841-5p;3;0.00;8;24953796;24953867;-;
hsa-miR-6842-3p;1;0.00;8;27433370;27433434;+;
hsa-miR-6842-5p;4;0.41;8;27433370;27433434;+;
hsa-miR-6843-3p;0;0.00;8;27610601;27610751;-;
hsa-miR-6843-5p:Novel;22;3.27;8;27610601;27610751;-;
hsa-miR-6844;16;0.00;8;124508515;124508576;-;
hsa-miR-6844-5p:Novel;4;0.00;8;124508515;124508576;-;
hsa-miR-6845-3p;4;0.00;8;143837756;143837816;-;
hsa-miR-6845-5p;2;0.22;8;143837756;143837816;-;
hsa-miR-6846-3p;58;3.88;8;144057321;144057380;-;
hsa-miR-6846-5p;77;4.68;8;144057321;144057380;-;
hsa-miR-6847-3p;9;0.00;8;144079874;144079942;+;
hsa-miR-6847-5p;56;4.81;8;144079874;144079942;+;
hsa-miR-6848-3p;4;0.00;8;144317246;144317315;-;
hsa-miR-6848-5p;15;1.76;8;144317246;144317315;-;
hsa-miR-6849-3p;16;0.83;8;144400277;144400345;-;
hsa-miR-6849-5p;223;49.01;8;144400277;144400345;-;
hsa-miR-6850-3p;6;0.91;8;144791931;144791991;-;
hsa-miR-6850-5p;20;2.46;8;144791931;144791991;-;
hsa-miR-6851-3p;0;0.00;9;33467869;33467935;-;
hsa-miR-6851-5p;0;0.00;9;33467869;33467935;-;
hsa-miR-6852-3p;4;0.00;9;35710676;35710741;-;
hsa-miR-6852-5p;6;0.25;9;35710676;35710741;-;
hsa-miR-6853-3p;1;0.00;9;35732922;35732995;+;
hsa-miR-6853-5p;7;0.81;9;35732922;35732995;+;
hsa-miR-6854-3p;0;0.00;9;98229149;98229217;-;
hsa-miR-6854-5p;6;0.00;9;98229149;98229217;-;
hsa-miR-6855-3p;20;1.64;9;129869605;129869671;+;
hsa-miR-6855-5p;48;2.16;9;129869605;129869671;+;
hsa-miR-6856-3p;0;0.00;9;130626297;130626363;+;
hsa-miR-6856-5p;49;4.70;9;130626297;130626363;+;
hsa-miR-6857-3p;2;0.00;X;53405673;53405765;-;
hsa-miR-6857-5p;3;0.57;X;53405673;53405765;-;
hsa-miR-6858-3p;13;0.59;X;154450320;154450386;+;
hsa-miR-6858-5p;32;2.60;X;154450320;154450386;+;
hsa-miR-6859-3p;76;6.50;16;17052;17119;-;
hsa-miR-6859-5p;0;0.44;16;17052;17119;-;
hsa-miR-6860;41;4.85;11;67045643;67045708;+;
hsa-miR-6860-5p:Novel;4;0.64;11;67045643;67045708;+;
hsa-miR-6861-3p;3;0.00;12;112163258;112163321;-;
hsa-miR-6861-5p;62;4.08;12;112163258;112163321;-;
hsa-miR-6862-3p;53;2.56;16;28724252;28724321;+;
hsa-miR-6862-5p;14;1.74;16;28724252;28724321;+;
hsa-miR-6863;4;0.50;16;56904264;56904353;+;
hsa-miR-6863-5p:Novel;22;1.29;16;56904264;56904353;+;
hsa-miR-6864-3p;20;0.45;17;4969702;4969771;-;
hsa-miR-6864-5p;3;0.00;17;4969702;4969771;-;
hsa-miR-6865-3p;0;0.00;17;4970086;4970150;-;
hsa-miR-6865-5p;8;1.79;17;4970086;4970150;-;
hsa-miR-6866-3p;3;0.28;17;40161933;40162001;+;
hsa-miR-6866-5p;2;0.40;17;40161933;40162001;+;
hsa-miR-6867-3p;2;0.00;17;40193597;40193663;+;
hsa-miR-6867-5p;201;21.73;17;40193597;40193663;+;
hsa-miR-6868-3p;0;0.00;17;76098019;76098076;-;
hsa-miR-6868-5p;0;0.29;17;76098019;76098076;-;
hsa-miR-6869-3p;17;0.00;20;1392900;1392961;-;
hsa-miR-6869-5p;204;41.16;20;1392900;1392961;-;
hsa-miR-6870-3p;0;0.00;20;10649636;10649695;-;
hsa-miR-6870-5p;78;5.83;20;10649636;10649695;-;
hsa-miR-6871-3p;82;7.18;20;41169023;41169078;+;
hsa-miR-6871-5p;160;16.27;20;41169023;41169078;+;
hsa-miR-6872-3p;0;0.00;3;50273236;50273297;+;
hsa-miR-6872-5p;0;0.00;3;50273236;50273297;+;
hsa-miR-6873-3p;5;0.00;6;33287227;33287289;-;
hsa-miR-6873-5p;7;0.71;6;33287227;33287289;-;
hsa-miR-6874-3p;1;0.00;7;5711840;5711910;-;
hsa-miR-6874-5p;100;8.13;7;5711840;5711910;-;
hsa-miR-6875-3p;3;0.00;7;100868036;100868107;+;
hsa-miR-6875-5p;20;2.27;7;100868036;100868107;+;
hsa-miR-6876-3p;16;0.68;8;25345402;25345474;+;
hsa-miR-6876-5p;8;1.09;8;25345402;25345474;+;
hsa-miR-6877-3p;0;0.00;9;133051996;133052059;+;
hsa-miR-6877-5p;14;1.96;9;133051996;133052059;+;
hsa-miR-6878-3p;2;0.00;1;150492345;150492410;+;
hsa-miR-6878-5p;55;5.16;1;150492345;150492410;+;
hsa-miR-6879-3p;10;1.16;11;65018505;65018570;+;
hsa-miR-6879-5p;188;22.28;11;65018505;65018570;+;
hsa-miR-6880-3p;1;0.00;12;124337181;124337242;-;
hsa-miR-6880-5p;100;8.28;12;124337181;124337242;-;
hsa-miR-6881-3p;2;0.00;15;74411357;74411432;-;
hsa-miR-6881-5p;6;1.01;15;74411357;74411432;-;
hsa-miR-6882-3p;1;0.00;15;74840642;74840707;-;
hsa-miR-6882-5p;17;2.09;15;74840642;74840707;-;
hsa-miR-6883-3p;0;0.00;17;8144994;8145071;-;
hsa-miR-6883-5p;27;2.47;17;8144994;8145071;-;
hsa-miR-6884-3p;17;0.59;17;40026332;40026409;-;
hsa-miR-6884-5p;87;7.58;17;40026332;40026409;-;
hsa-miR-6885-3p;4;0.00;19;6389638;6389703;-;
hsa-miR-6885-5p;4;0.36;19;6389638;6389703;-;
hsa-miR-6886-3p;29;2.80;19;11113474;11113534;+;
hsa-miR-6886-5p;10;1.20;19;11113474;11113534;+;
hsa-miR-6887-3p;10;1.21;19;35122700;35122764;+;
hsa-miR-6887-5p;32;2.94;19;35122700;35122764;+;
hsa-miR-6888-3p;0;0.00;2;159186835;159186901;+;
hsa-miR-6888-5p;14;1.22;2;159186835;159186901;+;
hsa-miR-6889-3p;3;0.00;22;41252992;41253050;-;
hsa-miR-6889-5p;68;5.36;22;41252992;41253050;-;
hsa-miR-6890-3p;1;0.00;3;49099854;49099914;-;
hsa-miR-6890-5p;20;2.05;3;49099854;49099914;-;
hsa-miR-6891-3p;1;0.00;6;31355224;31355316;-;
hsa-miR-6891-5p;90;7.29;6;31355224;31355316;-;
hsa-miR-6892-3p;2;0.00;7;143382686;143382800;+;
hsa-miR-6892-5p;25;1.59;7;143382686;143382800;+;
hsa-miR-6893-3p;2;0.00;8;144435551;144435619;-;
hsa-miR-6893-5p;6;0.63;8;144435551;144435619;-;
hsa-miR-6894-3p;2;0.00;X;53198889;53198945;-;
hsa-miR-6894-5p;25;3.63;X;53198889;53198945;-;
hsa-miR-6895-3p;125;10.52;X;53195411;53195488;-;
hsa-miR-6895-5p;0;0.00;X;53195411;53195488;-;
hsa-miR-7-1-3p;0;0.00;9;83969748;83969857;-;
hsa-miR-7-2-3p;0;0.00;15;88611825;88611934;+;
hsa-miR-7-3-3p:Novel;27;2.36;19;4770670;4770779;+;
hsa-miR-7-5p;22;3.11;19;4770670;4770779;+;
hsa-miR-708-3p;2;0.00;11;79402022;79402109;-;
hsa-miR-708-5p;2;0.00;11;79402022;79402109;-;
hsa-miR-7106-3p;19;2.26;12;113159113;113159177;-;
hsa-miR-7106-5p;6;1.56;12;113159113;113159177;-;
hsa-miR-7107-3p;2;0.00;12;121444273;121444352;-;
hsa-miR-7107-5p;9;1.01;12;121444273;121444352;-;
hsa-miR-7108-3p;13;1.40;19;2434914;2435000;-;
hsa-miR-7108-5p;118;10.36;19;2434914;2435000;-;
hsa-miR-7109-3p;0;0.00;22;31621467;31621531;-;
hsa-miR-7109-5p;0;0.00;22;31621467;31621531;-;
hsa-miR-711;231;181.12;3;48578902;48578977;-;
hsa-miR-711-5p:Novel;48;5.40;3;48578902;48578977;-;
hsa-miR-7110-3p;26;1.97;3;123161794;123161879;+;
hsa-miR-7110-5p;63;5.17;3;123161794;123161879;+;
hsa-miR-7111-3p;0;0.00;6;35470508;35470579;+;
hsa-miR-7111-5p;0;0.00;6;35470508;35470579;+;
hsa-miR-7112-3p;7;0.00;8;144262673;144262737;-;
hsa-miR-7112-5p;3;0.00;8;144262673;144262737;-;
hsa-miR-7113-3p;0;0.00;11;68032864;68032922;+;
hsa-miR-7113-5p;220;57.24;11;68032864;68032922;+;
hsa-miR-7114-3p;5;0.16;9;137450026;137450086;-;
hsa-miR-7114-5p;16;0.50;9;137450026;137450086;-;
hsa-miR-7150;52;3.84;9;123485529;123485622;-;
hsa-miR-7150-3p:Novel;75;7.16;9;123485529;123485622;-;
hsa-miR-7151-3p;1;0.00;10;67403351;67403410;-;
hsa-miR-7151-5p;3;0.00;10;67403351;67403410;-;
hsa-miR-7152-3p;0;0.00;10;71790747;71790800;+;
hsa-miR-7152-5p;0;0.00;10;71790747;71790800;+;
hsa-miR-7153-3p;1;0.00;18;11654885;11654941;-;
hsa-miR-7153-5p;8;0.00;18;11654885;11654941;-;
hsa-miR-7154-3p;3;0.71;11;45691704;45691776;-;
hsa-miR-7154-5p;0;0.00;11;45691704;45691776;-;
hsa-miR-7155-3p;0;0.00;11;64341849;64341904;-;
hsa-miR-7155-5p;12;0.92;11;64341849;64341904;-;
hsa-miR-7156-3p;4;0.35;1;77060143;77060202;+;
hsa-miR-7156-5p;2;0.45;1;77060143;77060202;+;
hsa-miR-7157-3p;3;0.00;2;140586626;140586685;-;
hsa-miR-7157-5p;0;0.00;2;140586626;140586685;-;
hsa-miR-7158-3p;52;0.84;2;5974662;5974732;+;
hsa-miR-7158-5p;0;0.00;2;5974662;5974732;+;
hsa-miR-7159-3p;0;0.00;6;33899135;33899200;+;
hsa-miR-7159-5p;41;1.90;6;33899135;33899200;+;
hsa-miR-7160-3p;1;0.00;8;2076589;2076640;+;
hsa-miR-7160-5p;6;0.59;8;2076589;2076640;+;
hsa-miR-7161-3p;188;23.03;6;158609707;158609790;+;
hsa-miR-7161-5p;3;0.27;6;158609707;158609790;+;
hsa-miR-7162-3p;15;1.84;10;30368597;30368665;-;
hsa-miR-7162-5p;4;0.00;10;30368597;30368665;-;
hsa-miR-718;123;10.88;X;154019920;154019989;-;
hsa-miR-718-5p:Novel;64;5.54;X;154019920;154019989;-;
hsa-miR-744-3p;0;0.00;17;12081899;12081996;+;
hsa-miR-744-5p;8;0.57;17;12081899;12081996;+;
hsa-miR-7515;7;0.69;2;6650373;6650439;+;
hsa-miR-7515-5p:Novel;132;11.61;2;6650373;6650439;+;
hsa-miR-758-3p;9;0.33;14;101026020;101026107;+;
hsa-miR-758-5p;1;0.00;14;101026020;101026107;+;
hsa-miR-759;1;0.00;13;52810050;52810140;+;
hsa-miR-759-3p:Novel;6;0.42;13;52810050;52810140;+;
hsa-miR-760;129;11.66;1;93846832;93846911;+;
hsa-miR-760-5p:Novel;34;3.66;1;93846832;93846911;+;
hsa-miR-761;12;0.61;1;51836344;51836402;-;
hsa-miR-761-3p:Novel;11;1.98;1;51836344;51836402;-;
hsa-miR-762;22;2.84;16;30893903;30893985;+;
hsa-miR-762-5p:Novel;45;4.74;16;30893903;30893985;+;
hsa-miR-764;38;1.97;X;114639435;114639519;+;
hsa-miR-764-3p:Novel;44;4.56;X;114639435;114639519;+;
hsa-miR-765;34;4.19;1;156936131;156936244;-;
hsa-miR-765-5p:Novel;139;12.21;1;156936131;156936244;-;
hsa-miR-766-3p;6;0.72;X;119646738;119646848;-;
hsa-miR-766-5p;86;6.48;X;119646738;119646848;-;
hsa-miR-767-3p;3;0.00;X;152393421;152393529;-;
hsa-miR-767-5p;31;0.18;X;152393421;152393529;-;
hsa-miR-769-3p;42;2.08;19;46018932;46019049;+;
hsa-miR-769-5p;20;1.88;19;46018932;46019049;+;
hsa-miR-770-3p:Novel;98;8.60;14;100852390;100852487;+;
hsa-miR-770-5p;0;0.00;14;100852390;100852487;+;
hsa-miR-7702;7;0.00;9;111271156;111271214;-;
hsa-miR-7702-3p:Novel;9;1.03;9;111271156;111271214;-;
hsa-miR-7703;44;3.97;14;24143489;24143565;-;
hsa-miR-7703-5p:Novel;9;1.64;14;24143489;24143565;-;
hsa-miR-7704;13;1.36;2;176188843;176188901;+;
hsa-miR-7704-3p:Novel;206;28.37;2;176188843;176188901;+;
hsa-miR-7705;13;0.75;8;100702968;100703024;-;
hsa-miR-7705-3p:Novel;16;1.00;8;100702968;100703024;-;
hsa-miR-7706;76;6.37;15;85380596;85380662;+;
hsa-miR-7706-5p:Novel;10;1.65;15;85380596;85380662;+;
hsa-miR-7843-3p;2;0.00;14;72516820;72516898;+;
hsa-miR-7843-5p;52;2.92;14;72516820;72516898;+;
hsa-miR-7844-3p:Novel;106;8.45;12;94571231;94571352;-;
hsa-miR-7844-5p;14;1.37;12;94571231;94571352;-;
hsa-miR-7845-3p:Novel;142;12.34;2;207166400;207166498;+;
hsa-miR-7845-5p;5;0.86;2;207166400;207166498;+;
hsa-miR-7846-3p;7;1.64;1;12166943;12167038;+;
hsa-miR-7846-5p:Novel;11;2.41;1;12166943;12167038;+;
hsa-miR-7847-3p;60;6.14;11;1880045;1880147;+;
hsa-miR-7847-5p:Novel;92;8.32;11;1880045;1880147;+;
hsa-miR-7848-3p;0;0.00;8;133046481;133046581;-;
hsa-miR-7848-5p:Novel;69;5.99;8;133046481;133046581;-;
hsa-miR-7849-3p;20;0.88;4;146408583;146408688;+;
hsa-miR-7849-5p:Novel;20;0.84;4;146408583;146408688;+;
hsa-miR-7850-3p:Novel;5;1.00;19;2630715;2630793;+;
hsa-miR-7850-5p;4;0.35;19;2630715;2630793;+;
hsa-miR-7851-3p;95;8.15;12;42323700;42323859;-;
hsa-miR-7851-5p:Novel;154;13.65;12;42323700;42323859;-;
hsa-miR-7852-3p;79;3.60;1;107897223;107897304;+;
hsa-miR-7852-5p:Novel;60;3.19;1;107897223;107897304;+;
hsa-miR-7853-3p:Novel;7;1.33;6;6169304;6169435;-;
hsa-miR-7853-5p;0;0.00;6;6169304;6169435;-;
hsa-miR-7854-3p;2;0.00;16;81533902;81533966;+;
hsa-miR-7854-5p:Novel;3;0.42;16;81533902;81533966;+;
hsa-miR-7855-3p:Novel;12;1.00;14;64785626;64785686;-;
hsa-miR-7855-5p;0;0.00;14;64785626;64785686;-;
hsa-miR-7856-3p:Novel;49;4.96;1;86357632;86357687;-;
hsa-miR-7856-5p;3;0.57;1;86357632;86357687;-;
hsa-miR-7973;0;0.00;15;51314032;51314107;-;
hsa-miR-7973-1-3p:Novel;50;3.96;15;51314032;51314107;-;
hsa-miR-7974;4;0.71;19;11495544;11495622;-;
hsa-miR-7974-5p:Novel;5;1.00;19;11495544;11495622;-;
hsa-miR-7975;19;2.14;19;55123225;55123292;-;
hsa-miR-7975-5p:Novel;1;0.00;19;55123225;55123292;-;
hsa-miR-7976;0;0.00;3;127587111;127587176;-;
hsa-miR-7976-3p:Novel;0;0.00;3;127587111;127587176;-;
hsa-miR-7977;1;0.00;3;176515103;176515151;+;
hsa-miR-7977-3p:Novel;26;1.18;3;176515103;176515151;+;
hsa-miR-7978;7;0.00;4;21464700;21464758;-;
hsa-miR-7978-3p:Novel;59;3.07;4;21464700;21464758;-;
hsa-miR-802;1;0.00;21;35720715;35720808;+;
hsa-miR-802-3p:Novel;24;1.99;21;35720715;35720808;+;
hsa-miR-8052;0;0.00;11;130666735;130666803;+;
hsa-miR-8052-3p:Novel;28;2.58;11;130666735;130666803;+;
hsa-miR-8053;113;9.60;4;47652669;47652743;+;
hsa-miR-8053-3p:Novel;9;0.95;4;47652669;47652743;+;
hsa-miR-8054;10;0.00;11;23419105;23419190;-;
hsa-miR-8054-3p:Novel;27;1.23;11;23419105;23419190;-;
hsa-miR-8055;3;1.27;8;6622124;6622220;-;
hsa-miR-8055-5p:Novel;5;0.82;8;6622124;6622220;-;
hsa-miR-8056;7;0.76;5;173347455;173347536;+;
hsa-miR-8056-5p:Novel;6;0.27;5;173347455;173347536;+;
hsa-miR-8057;31;2.66;18;26591467;26591535;-;
hsa-miR-8057-3p:Novel;146;12.30;18;26591467;26591535;-;
hsa-miR-8058;3;0.67;16;82688931;82689019;+;
hsa-miR-8058-5p:Novel;6;0.74;16;82688931;82689019;+;
hsa-miR-8059;23;2.53;17;50768650;50768730;+;
hsa-miR-8059-3p:Novel;59;4.61;17;50768650;50768730;+;
hsa-miR-8060;35;2.06;3;96359964;96360039;+;
hsa-miR-8060-5p:Novel;8;1.92;3;96359964;96360039;+;
hsa-miR-8061;0;0.00;19;54645309;54645383;+;
hsa-miR-8061-3p:Novel;43;2.33;19;54645309;54645383;+;
hsa-miR-8062;3;0.00;20;7371608;7371692;+;
hsa-miR-8062-3p:Novel;3;0.00;20;7371608;7371692;+;
hsa-miR-8063;64;5.09;15;36972821;36972901;-;
hsa-miR-8063-5p:Novel;13;1.53;15;36972821;36972901;-;
hsa-miR-8064;39;2.37;3;52846463;52846552;-;
hsa-miR-8064-3p:Novel;12;1.08;3;52846463;52846552;-;
hsa-miR-8065;14;0.85;16;5632467;5632566;+;
hsa-miR-8065-5p:Novel;6;0.81;16;5632467;5632566;+;
hsa-miR-8066;16;1.51;4;101240795;101240872;-;
hsa-miR-8066-5p:Novel;5;1.03;4;101240795;101240872;-;
hsa-miR-8067;14;0.89;15;62304658;62304734;-;
hsa-miR-8067-3p:Novel;17;0.58;15;62304658;62304734;-;
hsa-miR-8068;0;0.00;11;28477481;28477548;-;
hsa-miR-8068-3p:Novel;3;0.00;11;28477481;28477548;-;
hsa-miR-8069;12;1.68;21;13724189;13724274;+;
hsa-miR-8069-5p:Novel;47;4.68;21;13724189;13724274;+;
hsa-miR-8070;2;0.00;11;11783135;11783222;-;
hsa-miR-8070-3p:Novel;17;1.44;11;11783135;11783222;-;
hsa-miR-8071;45;4.16;14;105640168;105640232;+;
hsa-miR-8071-5p:Novel;39;1.19;14;105640168;105640232;+;
hsa-miR-8072;220;48.52;12;123364764;123364843;-;
hsa-miR-8072-3p:Novel;174;17.38;12;123364764;123364843;-;
hsa-miR-8073;0;0.00;13;110340958;110341029;+;
hsa-miR-8073-3p:Novel;8;1.52;13;110340958;110341029;+;
hsa-miR-8074;113;9.53;19;51206929;51207009;-;
hsa-miR-8074-5p:Novel;65;4.73;19;51206929;51207009;-;
hsa-miR-8075;111;9.35;13;113262920;113262999;+;
hsa-miR-8075-5p:Novel;102;8.40;13;113262920;113262999;+;
hsa-miR-8076;70;6.57;3;113432118;113432200;-;
hsa-miR-8076-5p:Novel;6;0.00;3;113432118;113432200;-;
hsa-miR-8077;110;9.52;19;42351131;42351205;+;
hsa-miR-8077-5p:Novel;35;2.73;19;42351131;42351205;+;
hsa-miR-8078;70;5.26;18;112256;112339;-;
hsa-miR-8078-5p:Novel;1;0.00;18;112256;112339;-;
hsa-miR-8079;12;0.98;13;44196129;44196200;-;
hsa-miR-8079-3p:Novel;148;20.06;13;44196129;44196200;-;
hsa-miR-8080;198;23.47;2;79866495;79866583;-;
hsa-miR-8080-3p:Novel;53;4.87;2;79866495;79866583;-;
hsa-miR-8081;11;1.36;9;106600928;106601022;+;
hsa-miR-8081-5p:Novel;2;0.00;9;106600928;106601022;+;
hsa-miR-8082;9;0.00;4;113152282;113152362;+;
hsa-miR-8082-3p:Novel;102;8.84;4;113152282;113152362;+;
hsa-miR-8083;19;2.93;1;153689705;153689793;-;
hsa-miR-8083-3p:Novel;138;11.63;1;153689705;153689793;-;
hsa-miR-8084;0;0.00;8;93029751;93029839;+;
hsa-miR-8084-3p:Novel;2;0.00;8;93029751;93029839;+;
hsa-miR-8085;92;8.35;19;44758657;44758721;+;
hsa-miR-8085-3p:Novel;94;7.33;19;44758657;44758721;+;
hsa-miR-8086;98;8.62;10;28289258;28289350;-;
hsa-miR-8086-3p:Novel;5;0.96;10;28289258;28289350;-;
hsa-miR-8087;6;0.49;11;27514970;27515047;-;
hsa-miR-8087-3p:Novel;4;0.27;11;27514970;27515047;-;
hsa-miR-8088;17;2.65;X;52336557;52336642;-;
hsa-miR-8088-3p:Novel;44;2.88;X;52336557;52336642;-;
hsa-miR-8089;78;6.24;5;181043403;181043484;-;
hsa-miR-8089-5p:Novel;53;4.51;5;181043403;181043484;-;
hsa-miR-8485;1;0.00;2;50696172;50696262;-;
hsa-miR-8485-5p:Novel;7;0.51;2;50696172;50696262;-;
hsa-miR-873-3p;8;1.04;9;28888879;28888955;-;
hsa-miR-873-5p;6;0.00;9;28888879;28888955;-;
hsa-miR-874-3p;81;5.47;5;137647572;137647649;-;
hsa-miR-874-5p;2;0.00;5;137647572;137647649;-;
hsa-miR-875-3p;6;0.00;8;99536786;99536861;-;
hsa-miR-875-5p;1;0.00;8;99536786;99536861;-;
hsa-miR-876-3p;7;0.92;9;28863626;28863706;-;
hsa-miR-876-5p;6;0.00;9;28863626;28863706;-;
hsa-miR-877-3p;0;0.00;6;30584332;30584417;+;
hsa-miR-877-5p;15;2.05;6;30584332;30584417;+;
hsa-miR-885-3p;97;7.14;3;10394489;10394562;-;
hsa-miR-885-5p;0;0.00;3;10394489;10394562;-;
hsa-miR-887-3p;0;0.00;5;15935182;15935260;+;
hsa-miR-887-5p;0;0.00;5;15935182;15935260;+;
hsa-miR-888-3p;1;0.00;X;145994784;145994860;-;
hsa-miR-888-5p;0;0.00;X;145994784;145994860;-;
hsa-miR-889-3p;1;0.00;14;101047901;101047979;+;
hsa-miR-889-5p;3;0.31;14;101047901;101047979;+;
hsa-miR-890;0;0.00;X;145994275;145994351;-;
hsa-miR-890-3p:Novel;69;4.04;X;145994275;145994351;-;
hsa-miR-891a-3p;7;0.21;X;146027794;146027872;-;
hsa-miR-891a-5p;0;0.00;X;146027794;146027872;-;
hsa-miR-891b;0;0.00;X;146001053;146001131;-;
hsa-miR-891b-3p:Novel;1;0.00;X;146001053;146001131;-;
hsa-miR-892a;7;0.07;X;145996669;145996743;-;
hsa-miR-892a-5p:Novel;3;0.00;X;145996669;145996743;-;
hsa-miR-892b;2;0.00;X;145997198;145997274;-;
hsa-miR-892b-5p:Novel;3;0.78;X;145997198;145997274;-;
hsa-miR-892c-3p;4;0.18;X;145992750;145992826;-;
hsa-miR-892c-5p;0;0.00;X;145992750;145992826;-;
hsa-miR-9-3p;60;6.07;15;89368017;89368106;+;
hsa-miR-9-5p;11;1.35;15;89368017;89368106;+;
hsa-miR-920;55;4.66;12;24212421;24212495;+;
hsa-miR-920-5p:Novel;30;3.56;12;24212421;24212495;+;
